period,baa_aaa,fedfunds,vix_log,term_spread,sp_logret
1998Q4,0.92,0.0486,3.3857452771032337,-0.1900000000000004,0.1205650351511771
1999Q1,0.9800000000000004,0.0473,3.305053521109253,0.25,0.0858024673515966
1999Q2,0.8100000000000005,0.0475,3.194583132299156,0.79,0.0525813912047601
1999Q3,0.7699999999999996,0.0509,3.149311361482292,0.79,-0.0196164015057949
1999Q4,0.75,0.0530999999999999,3.12060125559986,0.8300000000000001,0.0709859083524389
2000Q1,0.6200000000000001,0.0567999999999999,3.1419947805322432,0.8000000000000007,0.0090489731558793
2000Q2,0.8300000000000001,0.0626999999999999,3.2156706939192525,-0.0899999999999998,0.0158776666720266
2000Q3,0.7100000000000009,0.0652,2.953346557057553,-0.6299999999999999,0.0131741420868873
2000Q4,0.8100000000000005,0.0647,3.25886547308436,-0.8999999999999995,-0.0758714721230466
2001Q1,0.8099999999999996,0.0559,3.2476576262936527,-0.54,-0.0762349668672914
2001Q2,0.8199999999999994,0.0433,3.1747149290824312,0.9399999999999996,-0.0097706991601898
2001Q3,0.8400000000000007,0.035,3.2339614622862416,1.4800000000000004,-0.0967416416215209
2001Q4,0.9900000000000002,0.0213,3.328985047548231,2.64,-0.0114183922655115
2002Q1,1.34,0.0173,3.061520014091994,3.35,0.0109959648167503
2002Q2,1.3099999999999996,0.0175,3.074543453978281,3.35,-0.0768811095412917
2002Q3,1.2699999999999996,0.0174,3.5573460641520867,2.52,-0.1703685776806471
2002Q4,1.3199999999999994,0.0144,3.425239376142393,2.57,0.022048236717608
2003Q1,1.1100000000000003,0.0125,3.401863826205316,2.67,-0.0598090842824383
2003Q2,1.16,0.0125,3.069447311376272,2.37,0.1149328998856615
2003Q3,1.1099999999999994,0.0102,2.961140828784372,3.2100000000000004,0.047631785206696
2003Q4,1.0,0.01,2.858192859531929,3.29,0.0729319423159227
2004Q1,0.8199999999999994,0.01,2.8130106367386967,3.02,0.0548066911736162
2004Q2,0.7300000000000004,0.0101,2.785628335747585,3.59,-0.0098832128737171
2004Q3,0.8100000000000005,0.0143,2.73696154459663,2.87,-0.0144351596655054
2004Q4,0.71,0.0195,2.613739521630969,2.22,0.0571795028593902
2005Q1,0.6499999999999995,0.0247,2.548663615590751,1.83,0.0139861686788336
2005Q2,0.8300000000000001,0.0294,2.596000697293587,1.2200000000000002,-0.0072567585773324
2005Q3,0.8900000000000006,0.0346,2.505525936990736,0.75,0.0397782296715352
2005Q4,0.96,0.0398,2.5478814489493886,0.5100000000000002,0.0058093477368474
2006Q1,0.9099999999999993,0.0446,2.488234439880675,0.1100000000000003,0.0399053410794856
2006Q2,0.8399999999999999,0.0491,2.676215477582192,0.1600000000000001,-0.0012223649000455
2006Q3,0.91,0.0525,2.6108048166633746,-0.3499999999999996,0.0168481177045931
2006Q4,0.8900000000000006,0.0525,2.400618833265411,-0.6200000000000001,0.0691840286430416
2007Q1,0.9399999999999996,0.0526,2.5305171610400525,-0.5800000000000001,0.01631884042673
2007Q2,0.91,0.0525,2.61958321977988,-0.4000000000000003,0.0570440751213645
2007Q3,0.8799999999999999,0.0507,3.072230244526716,-0.3399999999999998,-0.0134481747715904
2007Q4,0.9799999999999996,0.045,3.092405160814252,-0.2400000000000002,0.0095747290155472
2008Q1,1.2999999999999998,0.0318,3.2627013044082305,0.48,-0.1095957083622822
2008Q2,1.3900000000000006,0.0209,3.028683373693677,1.8000000000000005,0.0084195600823582
2008Q3,1.5599999999999996,0.0194,3.221671912170202,1.92,-0.0898511442354008
2008Q4,3.0200000000000005,0.0051,4.070734696582967,2.74,-0.2945894498081012
2009Q1,2.9400000000000004,0.0018,3.80666248977032,2.56,-0.1600417515107164
2009Q2,2.46,0.0018,3.497113438491982,3.13,0.1392471828461419
2009Q3,1.4000000000000004,0.0016,3.238286218388024,3.36,0.1226891059244525
2009Q4,1.13,0.0012,3.138533072185662,3.34,0.0576005576972216
2010Q1,1.0,0.0013,3.003204288392692,3.5900000000000003,0.0305936076853852
2010Q2,1.13,0.0019,3.2729851505152325,3.3000000000000003,-0.0123164790460919
2010Q3,1.2000000000000002,0.0019,3.1896529661912973,2.6,-0.004449223156909
2010Q4,1.0599999999999996,0.0019,2.961140828784372,2.67,0.0953397822378807
2011Q1,0.96,0.0016,2.9236990706541595,3.3,0.0840955030379104
2011Q2,0.8199999999999994,0.0009,2.8610573702273894,3.12,0.0226598567136298
2011Q3,1.0099999999999998,0.0008,3.420346200500916,2.35,-0.1009348868849029
2011Q4,1.3199999999999998,0.0007,3.3991953789914824,1.98,0.0311546513254956
2012Q1,1.3000000000000005,0.001,2.9014215940827497,1.94,0.0838539121547334
2012Q2,1.29,0.0015,2.997730276216664,1.6700000000000002,-0.003962273973987
2012Q3,1.4299999999999995,0.0014,2.784393767689544,1.5,0.0376494959874831
2012Q4,1.0300000000000002,0.0016,2.818398258271076,1.55,0.0065935278169968
2013Q1,0.9399999999999996,0.0014,2.604909442182697,1.81,0.0741469103269576
2013Q2,0.8600000000000003,0.0012,2.6973262377392344,1.88,0.0536651050414542
2013Q3,0.9000000000000004,0.0008,2.658859956911438,2.63,0.0336915912896875
2013Q4,0.7700000000000005,0.0009,2.655352412101761,2.66,0.0788924268519455
2014Q1,0.6799999999999997,0.0007,2.696652156149841,2.69,0.0189788664275472
2014Q2,0.6000000000000005,0.0009,2.544746650144017,2.53,0.0449228308356586
2014Q3,0.6200000000000001,0.0009,2.570319527636131,2.41,0.0237426350697687
2014Q4,0.8600000000000003,0.001,2.776954179749421,2.18,0.0395343314331757
2015Q1,0.9300000000000002,0.0011,2.8069901489571136,1.86,0.0037150915985115
2015Q2,0.9300000000000002,0.0012,2.620311286794203,2.05,0.0142685098674544
2015Q3,1.1500000000000004,0.0014,2.960623096440423,2.08,-0.0424416556681901
2015Q4,1.4299999999999995,0.0016,2.834976494674597,2.03,0.0340465462890007
2016Q1,1.38,0.0036,3.0199369622508083,1.56,-0.0447506756109952
2016Q2,1.0700000000000005,0.0037,2.7523860149222616,1.38,0.0539606845662428
2016Q3,0.92,0.004,2.582486978126864,1.16,0.0394150498005929
2016Q4,0.8299999999999996,0.0045,2.6461747973841225,1.68,0.0077956333350375
2017Q1,0.7000000000000002,0.0069999999999999,2.458733775483977,1.74,0.0650888241721894
2017Q2,0.6900000000000004,0.0095,2.4362414778067194,1.3099999999999998,0.0301162097878648
2017Q3,0.6800000000000002,0.0115,2.392425796993835,1.0900000000000003,0.0329577899294513
2017Q4,0.7099999999999995,0.012,2.333114298028869,1.1700000000000002,0.0566823062535384
2018Q1,0.7299999999999995,0.0144999999999999,2.8535925063928684,1.3099999999999998,0.0350966973563995
2018Q2,0.8500000000000001,0.0174,2.73046379593911,1.18,-0.0131471125388848
2018Q3,0.8999999999999995,0.0192,2.554121718809473,1.0100000000000002,0.0670890031633151
2018Q4,1.0099999999999998,0.0222,3.0469005601283903,0.8099999999999996,-0.0786688919633133
2019Q1,1.1399999999999997,0.024,2.8015405441895487,0.25,0.0422385519596044
2019Q2,0.9999999999999996,0.024,2.719978771967484,-0.0699999999999998,0.0373405255910217
2019Q3,0.9300000000000002,0.0219,2.7700855920216627,-0.3899999999999999,0.0278425205338361
2019Q4,0.8900000000000001,0.0163999999999999,2.63834278867739,0.1500000000000001,0.0574960844768916
